,Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Defender,Forward,Midfielder,Goalkeeper
207,Michael Hector,3.0,Fulham,Defender,Jamaica,28.0,2,0,2,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,7.0,3.0,67%,0.0,1.0,0.0,4.0,2.0,1.0,13.0,10.0,7.0,2.0,3.0,1.0,0.0,0.0,0,127,63.5,0.0,0.0,0%,0.0,12.0,,,,,,,,,1,0,3,0.0,Michael Hector,0,0,0
208,Denis Odoi,4.0,Fulham,Defender,Belgium,32.0,33,7,21,0,,0.0,0.0,0.0,,,,,,0.0,,3.0,69.0,49.0,71%,0.0,1.0,45.0,147.0,61.0,0.0,200.0,156.0,120.0,16.0,57.0,55.0,1.0,0.0,1,1434,43.45,1.0,16.0,25%,2.0,72.0,,,,,,,,,4,0,39,1.0,Denis Odoi,0,0,0
209,Tim Ream,13.0,Fulham,Defender,United States,32.0,40,9,24,0,,0.0,0.0,0.0,,,,,,0.0,,5.0,78.0,42.0,57%,0.0,0.0,65.0,197.0,67.0,1.0,178.0,126.0,114.0,7.0,66.0,67.0,0.0,1.0,1,1517,37.92,1.0,3.0,33%,0.0,73.0,,,,,,,,,2,0,16,0.0,Tim Ream,0,0,0
210,Maxime Le Marchand,20.0,Fulham,Defender,France,30.0,26,7,17,0,,0.0,0.0,0.0,,,,,,0.0,,3.0,53.0,56.0,64%,0.0,3.0,54.0,122.0,48.0,0.0,164.0,129.0,106.0,10.0,56.0,45.0,0.0,1.0,1,1386,53.31,1.0,17.0,24%,1.0,91.0,,,,,,,,,5,0,28,3.0,Maxime Le Marchand,0,0,0
211,Joe Bryan,23.0,Fulham,Defender,England,27.0,30,6,21,0,,0.0,0.0,0.0,,,,,,0.0,,5.0,60.0,66.0,67%,0.0,7.0,37.0,74.0,35.0,0.0,135.0,147.0,115.0,18.0,32.0,37.0,0.0,1.0,1,1036,34.53,8.0,121.0,18%,1.0,54.0,,,,,,,,,5,0,27,2.0,Joe Bryan,0,0,0
212,Antonee Robinson,33.0,Fulham,Defender,United States,23.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Antonee Robinson,0,0,0
213,Kenny Tete,2.0,Fulham,Defender,Netherlands,24.0,1,0,1,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,4.0,3.0,67%,0.0,0.0,4.0,3.0,2.0,0.0,4.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,1,27,27.0,1.0,6.0,50%,0.0,0.0,,,,,,,,,1,0,3,0.0,Kenny Tete,0,0,0
214,Ola Aina,34.0,Fulham,Defender,Nigeria,23.0,3,3,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,5.33,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Ola Aina,0,0,0
215,Jean Michael Seri,24.0,Fulham,Midfielder,Cote D'Ivoire,29.0,32,6,21,1,0.03,0.0,1.0,0.0,0.0,0.0,19.0,6.0,32%,1.0,1.0,,,41.0,68%,,7.0,32.0,14.0,6.0,,158.0,93.0,112.0,16.0,14.0,20.0,,2.0,2,1592,49.75,7.0,108.0,36%,2.0,98.0,,,,,,,,,6,0,32,1.0,0,0,Jean Michael Seri,0
216,Kevin McDonald,6.0,Fulham,Midfielder,Scotland,31.0,41,3,29,1,0.02,0.0,1.0,0.0,0.0,0.0,19.0,3.0,16%,1.0,0.0,,,60.0,70%,,7.0,43.0,37.0,11.0,,131.0,117.0,116.0,10.0,28.0,13.0,,0.0,1,1285,31.34,0.0,19.0,11%,8.0,115.0,,,,,,,,,9,1,33,2.0,0,0,Kevin McDonald,0
217,Neeskens Kebano,7.0,Fulham,Midfielder,The Democratic Republic Of Congo,28.0,9,0,9,0,,0.0,0.0,0.0,,,,,,1.0,,0.0,6.0,3.0,33%,0.0,1.0,0.0,3.0,2.0,0.0,13.0,16.0,14.0,7.0,4.0,5.0,0.0,0.0,0,57,6.33,0.0,7.0,14%,0.0,0.0,,,,,,,,,0,0,3,1.0,0,0,Neeskens Kebano,0
218,Stefan Johansen,8.0,Fulham,Midfielder,Norway,29.0,12,1,9,0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,10.0,30%,,0.0,3.0,5.0,3.0,,35.0,17.0,18.0,2.0,3.0,6.0,,0.0,0,250,20.83,0.0,9.0,11%,0.0,13.0,,,,,,,,,4,0,6,0.0,0,0,Stefan Johansen,0
219,Tom Cairney,10.0,Fulham,Midfielder,Scotland,29.0,43,7,28,2,0.05,0.0,0.0,2.0,0.0,0.0,33.0,7.0,21%,2.0,0.0,,,57.0,63%,,11.0,32.0,22.0,5.0,,219.0,187.0,146.0,54.0,21.0,23.0,,0.0,1,1882,43.77,4.0,57.0,23%,9.0,104.0,,,,,,,,,2,0,22,0.0,0,0,Tom Cairney,0
220,Josh Onomah,25.0,Fulham,Midfielder,England,23.0,15,8,4,0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50%,0.0,0.0,,,10.0,90%,,1.0,1.0,2.0,0.0,,8.0,17.0,17.0,3.0,3.0,2.0,,0.0,0,109,7.27,0.0,5.0,5%,0.0,0.0,,,,,,,,,0,0,4,1.0,0,0,Josh Onomah,0
221,André-Frank Zambo Anguissa,29.0,Fulham,Midfielder,Cameroon,24.0,24,4,18,0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,23%,0.0,0.0,,,54.0,59%,,10.0,37.0,30.0,15.0,,135.0,148.0,151.0,52.0,24.0,32.0,,0.0,1,1113,46.38,1.0,3.0,33%,0.0,38.0,,,,,,,,,1,1,26,2.0,0,0,André-Frank Zambo Anguissa,0
222,Mario Lemina,18.0,Fulham,Midfielder,Gabon,27.0,47,8,22,2,0.04,0.0,2.0,0.0,0.0,0.0,48.0,10.0,21%,2.0,0.0,,,105.0,69%,,12.0,80.0,63.0,35.0,,260.0,278.0,207.0,78.0,55.0,30.0,,1.0,2,1787,38.02,3.0,19.0,21%,9.0,87.0,,,,,,,,,7,0,60,3.0,0,0,Mario Lemina,0
223,Harrison Reed,21.0,Fulham,Midfielder,England,25.0,19,9,5,0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50%,0.0,0.0,,,36.0,83%,,1.0,26.0,14.0,3.0,,45.0,60.0,64.0,2.0,7.0,21.0,,0.0,0,419,22.05,0.0,4.0,4%,0.0,14.0,,,,,,,,,0,0,8,0.0,0,0,Harrison Reed,0
224,Tyrese Francois,35.0,Fulham,Midfielder,Australia,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Tyrese Francois,0
225,Aleksandar Mitrovic,9.0,Fulham,Forward,Serbia,26.0,79,17,46,23,0.29,11.0,10.0,2.0,4.0,0.0,221.0,85.0,38%,7.0,24.0,,,44.0,,,46.0,13.0,88.0,76.0,,,,,,,,,,7,1841,23.3,6.0,14.0,,,,,,,,,,,,12,2,117,51.0,0,Aleksandar Mitrovic,0,0
226,Bobby De Cordova-Reid,14.0,Fulham,Forward,Jamaica,27.0,29,7,19,6,0.21,0.0,5.0,1.0,1.0,0.0,29.0,10.0,34%,0.0,1.0,,,17.0,,,8.0,3.0,12.0,4.0,,,,,,,,,,2,324,11.17,1.0,7.0,,,,,,,,,,,,0,0,6,11.0,0,Bobby De Cordova-Reid,0,0
227,Ivan Cavaleiro,17.0,Fulham,Forward,Portugal,26.0,25,10,11,3,0.12,0.0,3.0,0.0,0.0,0.0,13.0,4.0,31%,2.0,1.0,,,6.0,,,2.0,7.0,5.0,3.0,,,,,,,,,,1,357,14.28,2.0,59.0,,,,,,,,,,,,1,0,15,6.0,0,Ivan Cavaleiro,0,0
228,Aboubakar Kamara,47.0,Fulham,Forward,France,25.0,15,2,10,3,0.2,0.0,3.0,0.0,1.0,0.0,22.0,10.0,45%,0.0,4.0,,,8.0,,,0.0,1.0,5.0,2.0,,,,,,,,,,0,262,17.47,1.0,20.0,,,,,,,,,,,,2,0,26,7.0,0,Aboubakar Kamara,0,0
255,Kasper Schmeichel,1.0,Leicester,Goalkeeper,Denmark,33.0,211,91,69,0,,,,,,,,,,,,65.0,264.0,,,,,,,,,,,,,,,1.0,6.0,0,6198,29.37,,,,,1880.0,599.0,5.0,101.0,158.0,84.0,142.0,655.0,1718.0,11,0,0,,0,0,0,Kasper Schmeichel
256,Danny Ward,12.0,Leicester,Goalkeeper,Wales,27.0,2,1,1,0,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0,49,24.5,,,,,8.0,9.0,0.0,0.0,2.0,3.0,2.0,8.0,12.0,0,0,0,,0,0,0,Danny Ward
257,Eldin Jakupovic,35.0,Leicester,Goalkeeper,Switzerland,35.0,28,9,13,0,,,,,,,,,,,,6.0,47.0,,,,,,,,,,,,,,,0.0,1.0,0,769,27.46,,,,,202.0,94.0,2.0,15.0,20.0,11.0,19.0,110.0,269.0,0,0,0,,0,0,0,Eldin Jakupovic
258,James Justin,2.0,Leicester,Defender,England,22.0,15,8,4,1,,0.0,1.0,0.0,,,,,,1.0,,5.0,16.0,39.0,49%,0.0,2.0,15.0,28.0,17.0,0.0,75.0,96.0,90.0,8.0,24.0,42.0,1.0,0.0,1,792,52.8,1.0,46.0,17%,0.0,24.0,,,,,,,,,2,0,11,1.0,James Justin,0,0,0
259,Çaglar Söyüncü,4.0,Leicester,Defender,Turkey,24.0,42,20,11,1,,1.0,0.0,0.0,,,,,,0.0,,13.0,39.0,69.0,65%,0.0,2.0,52.0,180.0,88.0,1.0,222.0,237.0,140.0,19.0,130.0,73.0,0.0,1.0,1,2696,64.19,1.0,6.0,17%,0.0,124.0,,,,,,,,,5,1,39,1.0,Çaglar Söyüncü,0,0,0
260,Wes Morgan,5.0,Leicester,Defender,Jamaica,36.0,168,70,60,8,,5.0,1.0,2.0,,,,,,0.0,,41.0,217.0,200.0,67%,3.0,22.0,313.0,879.0,526.0,1.0,585.0,797.0,493.0,44.0,503.0,310.0,2.0,2.0,2,4435,26.4,1.0,6.0,33%,2.0,220.0,,,,,,,,,12,3,129,5.0,Wes Morgan,0,0,0
261,Jonny Evans,6.0,Leicester,Defender,Northern Ireland,32.0,297,145,86,11,,7.0,4.0,0.0,,,,,,2.0,,82.0,297.0,457.0,72%,3.0,22.0,585.0,1843.0,777.0,4.0,1587.0,1417.0,825.0,86.0,641.0,399.0,5.0,5.0,9,13240,44.58,5.0,59.0,34%,9.0,1004.0,,,,,,,,,44,3,239,3.0,Jonny Evans,0,0,0
262,Filip Benkovic,16.0,Leicester,Defender,Croatia,23.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Filip Benkovic,0,0,0
263,Daniel Amartey,18.0,Leicester,Defender,Ghana,25.0,46,17,19,1,,1.0,0.0,0.0,,,,,,0.0,,8.0,53.0,68.0,62%,0.0,3.0,50.0,76.0,44.0,0.0,248.0,153.0,156.0,9.0,59.0,51.0,0.0,0.0,1,1469,31.93,0.0,6.0,17%,0.0,72.0,,,,,,,,,5,1,41,1.0,Daniel Amartey,0,0,0
264,Ricardo Pereira,21.0,Leicester,Defender,Portugal,26.0,63,29,24,5,,0.0,3.0,2.0,,,,,,1.0,,20.0,72.0,237.0,57%,3.0,13.0,109.0,180.0,93.0,0.0,387.0,557.0,459.0,128.0,108.0,123.0,0.0,0.0,8,3104,49.27,15.0,164.0,15%,7.0,102.0,,,,,,,,,8,0,86,2.0,Ricardo Pereira,0,0,0
265,Christian Fuchs,28.0,Leicester,Defender,Austria,34.0,107,48,32,2,,0.0,1.0,1.0,,,,,,1.0,,29.0,127.0,255.0,77%,1.0,16.0,248.0,365.0,197.0,1.0,615.0,513.0,423.0,32.0,201.0,153.0,1.0,1.0,9,4051,37.86,11.0,325.0,23%,5.0,276.0,,,,,,,,,15,0,79,2.0,Christian Fuchs,0,0,0
266,Luke Thomas,33.0,Leicester,Defender,England,19.0,3,1,2,0,,0.0,0.0,0.0,,,,,,0.0,,1.0,4.0,1.0,1%,0.0,0.0,3.0,7.0,6.0,0.0,12.0,12.0,15.0,3.0,5.0,8.0,0.0,0.0,1,153,51.0,0.0,16.0,56%,0.0,6.0,,,,,,,,,0,0,1,0.0,Luke Thomas,0,0,0
267,Timothy Castagne,27.0,Leicester,Defender,Belgium,24.0,2,2,0,1,,1.0,0.0,0.0,,,,,,0.0,,1.0,2.0,4.0,25%,0.0,0.0,3.0,3.0,1.0,0.0,8.0,11.0,6.0,1.0,6.0,5.0,0.0,0.0,1,128,64.0,0.0,6.0,6%,0.0,1.0,,,,,,,,,0,0,1,0.0,Timothy Castagne,0,0,0
268,Demarai Gray,7.0,Leicester,Midfielder,England,24.0,132,53,50,10,0.08,0.0,8.0,1.0,0.0,0.0,138.0,47.0,34%,2.0,9.0,,,76.0,64%,,45.0,39.0,39.0,9.0,,312.0,311.0,401.0,138.0,24.0,102.0,,1.0,9,1920,14.55,13.0,263.0,18%,10.0,73.0,,,,,,,,,7,0,36,12.0,0,0,Demarai Gray,0
269,Youri Tielemans,8.0,Leicester,Midfielder,Belgium,23.0,52,25,17,6,0.12,1.0,3.0,2.0,0.0,0.0,89.0,27.0,30%,1.0,1.0,,,71.0,55%,,28.0,32.0,23.0,10.0,,279.0,218.0,216.0,44.0,39.0,44.0,,0.0,10,2594,49.88,14.0,114.0,17%,24.0,152.0,,,,,,,,,4,0,43,1.0,0,0,Youri Tielemans,0
270,James Maddison,10.0,Leicester,Midfielder,England,23.0,69,31,25,13,0.19,0.0,11.0,2.0,1.0,4.0,157.0,46.0,29%,2.0,11.0,,,107.0,58%,,54.0,21.0,10.0,4.0,,291.0,394.0,328.0,101.0,18.0,58.0,,0.0,10,2913,42.22,21.0,429.0,30%,41.0,152.0,,,,,,,,,7,1,62,6.0,0,0,James Maddison,0
271,Marc Albrighton,11.0,Leicester,Midfielder,England,30.0,258,91,94,17,0.07,2.0,13.0,2.0,0.0,1.0,220.0,70.0,32%,5.0,13.0,,,425.0,75%,,75.0,261.0,169.0,45.0,,1232.0,962.0,1124.0,284.0,69.0,184.0,,0.0,37,5597,21.69,60.0,1593.0,20%,33.0,363.0,,,,,,,,,32,1,167,17.0,0,0,Marc Albrighton,0
272,Harvey Barnes,15.0,Leicester,Midfielder,England,22.0,57,26,21,8,0.14,0.0,7.0,1.0,0.0,0.0,112.0,43.0,38%,0.0,12.0,,,28.0,68%,,32.0,11.0,9.0,5.0,,138.0,180.0,192.0,78.0,37.0,51.0,,0.0,11,1083,19.0,9.0,67.0,12%,8.0,19.0,,,,,,,,,0,0,30,6.0,0,0,Harvey Barnes,0
273,Hamza Choudhury,20.0,Leicester,Midfielder,England,22.0,37,16,13,1,0.03,0.0,1.0,0.0,0.0,0.0,13.0,4.0,31%,0.0,1.0,,,50.0,46%,,6.0,47.0,28.0,10.0,,106.0,86.0,96.0,5.0,17.0,17.0,,0.0,2,900,24.32,2.0,8.0,13%,1.0,41.0,,,,,,,,,3,1,24,0.0,0,0,Hamza Choudhury,0
274,Matty James,22.0,Leicester,Midfielder,England,29.0,42,12,21,0,42.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,21%,1.0,4.0,,,61.0,77%,,14.0,67.0,62.0,31.0,,197.0,172.0,146.0,25.0,62.0,48.0,,0.0,1,1260,30.0,3.0,110.0,28%,2.0,57.0,,,,,,,,,4,1,34,0.0,0,0,Matty James,0
275,Adrien Silva,23.0,Leicester,Midfielder,Portugal,31.0,14,4,7,0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18%,0.0,0.0,,,24.0,63%,,5.0,15.0,1.0,1.0,,63.0,52.0,75.0,7.0,11.0,21.0,,0.0,1,512,36.57,1.0,4.0,4%,3.0,26.0,,,,,,,,,3,0,9,0.0,0,0,Adrien Silva,0
276,Wilfred Ndidi,25.0,Leicester,Midfielder,Nigeria,23.0,122,52,44,6,0.05,1.0,4.0,1.0,0.0,0.0,153.0,24.0,16%,5.0,4.0,,,482.0,62%,,42.0,253.0,297.0,145.0,,1022.0,1066.0,866.0,103.0,398.0,331.0,,1.0,5,6181,50.66,3.0,27.0,4%,15.0,284.0,,,,,,,,,20,2,189,5.0,0,0,Wilfred Ndidi,0
277,Dennis Praet,26.0,Leicester,Midfielder,Belgium,26.0,29,13,11,2,0.07,0.0,2.0,0.0,0.0,0.0,21.0,5.0,24%,1.0,0.0,,,37.0,49%,,10.0,20.0,12.0,5.0,,85.0,72.0,89.0,15.0,7.0,16.0,,0.0,3,604,20.83,4.0,25.0,12%,2.0,21.0,,,,,,,,,2,0,20,1.0,0,0,Dennis Praet,0
278,Rachid Ghezzal,31.0,Leicester,Midfielder,Algeria,28.0,19,5,12,1,0.05,0.0,0.0,1.0,0.0,0.0,19.0,5.0,26%,1.0,1.0,,,14.0,,,10.0,7.0,3.0,2.0,,,,,,,,,,0,422,22.21,3.0,45.0,,,,,,,,,,,,3,0,13,0.0,0,0,Rachid Ghezzal,0
279,Nampalys Mendy,24.0,Leicester,Midfielder,France,28.0,44,20,16,0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33%,0.0,0.0,,,45.0,58%,,1.0,37.0,30.0,7.0,,198.0,141.0,113.0,21.0,17.0,24.0,,1.0,0,1559,35.43,0.0,6.0,67%,2.0,66.0,,,,,,,,,7,0,34,0.0,0,0,Nampalys Mendy,0
280,Cengiz Ünder,,Leicester,Midfielder,Turkey,23.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Cengiz Ünder,0
281,Jamie Vardy,9.0,Leicester,Forward,England,33.0,213,86,77,105,0.49,12.0,66.0,27.0,20.0,0.0,458.0,223.0,49%,15.0,78.0,,,124.0,,,82.0,59.0,90.0,62.0,,,,,,,,,,29,2961,13.9,50.0,256.0,,,,,,,,,,,,20,3,179,195.0,0,Jamie Vardy,0,0
282,Islam Slimani,13.0,Leicester,Forward,Algeria,32.0,39,14,18,8,0.21,5.0,3.0,0.0,1.0,0.0,42.0,17.0,40%,2.0,9.0,,,14.0,,,5.0,4.0,6.0,4.0,,,,,,,,,,5,580,14.87,2.0,10.0,,,,,,,,,,,,2,0,30,15.0,0,Islam Slimani,0,0
283,Kelechi Iheanacho,14.0,Leicester,Forward,Nigeria,23.0,117,42,45,21,0.18,4.0,3.0,13.0,0.0,0.0,133.0,56.0,42%,2.0,17.0,,,38.0,,,39.0,11.0,21.0,13.0,,,,,,,,,,13,1327,11.34,15.0,27.0,,,,,,,,,,,,6,0,80,30.0,0,Kelechi Iheanacho,0,0
284,Ayoze Pérez,17.0,Leicester,Forward,Spain,27.0,178,58,79,41,0.23,6.0,29.0,6.0,1.0,0.0,275.0,114.0,41%,5.0,22.0,,,240.0,,,60.0,137.0,96.0,41.0,,,,,,,,,,13,3435,19.3,26.0,197.0,,,,,,,,,,,,9,0,182,46.0,0,Ayoze Pérez,0,0
285,Fousseni Diabaté,27.0,Leicester,Forward,Mali,24.0,15,3,7,0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33%,0.0,1.0,,,11.0,55%,,0.0,8.0,7.0,5.0,,35.0,57.0,53.0,16.0,15.0,13.0,,0.0,1,241,16.07,0.0,12.0,33%,1.0,4.0,,,,,,,,,1,0,1,2.0,0,Fousseni Diabaté,0,0
286,Loris Karius,22.0,Liverpool,Goalkeeper,Germany,27.0,29,17,4,0,,,,,,,,,,,,13.0,26.0,,,,,,,,,,,,,,,0.0,2.0,0,789,27.21,,,,,124.0,51.0,1.0,15.0,14.0,7.0,17.0,144.0,150.0,1,0,2,,0,0,0,Loris Karius
287,Alisson,1.0,Liverpool,Goalkeeper,Brazil,27.0,69,55,4,0,,,,,,,,,,,,35.0,48.0,,,,,,,,,,,,,,,0.0,4.0,1,1924,27.88,,,,,302.0,137.0,1.0,26.0,20.0,12.0,36.0,361.0,388.0,1,1,1,,0,0,0,Alisson
288,Adrián,13.0,Liverpool,Goalkeeper,Spain,33.0,136,56,44,0,,,,,,,,,,,,37.0,177.0,,,,,,,,,,,,,,,0.0,9.0,0,3401,25.01,,,,,1086.0,454.0,5.0,54.0,150.0,53.0,108.0,531.0,1243.0,10,2,5,,0,0,0,Adrián
289,Caoimhin Kelleher,62.0,Liverpool,Goalkeeper,Ireland,21.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Caoimhin Kelleher
290,Kamil Grabara,73.0,Liverpool,Goalkeeper,Poland,21.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Kamil Grabara
291,Virgil van Dijk,4.0,Liverpool,Defender,Netherlands,29.0,159,98,30,14,,11.0,0.0,3.0,,,,,,12.0,,61.0,145.0,184.0,70%,4.0,27.0,278.0,924.0,528.0,2.0,837.0,1083.0,397.0,41.0,776.0,269.0,0.0,3.0,3,10554,66.38,13.0,3.0,33%,11.0,737.0,,,,,,,,,8,1,88,4.0,Virgil van Dijk,0,0,0
292,Joseph Gomez,12.0,Liverpool,Defender,England,23.0,73,52,6,0,,0.0,0.0,0.0,,,,,,0.0,,31.0,49.0,111.0,74%,1.0,4.0,100.0,166.0,78.0,0.0,406.0,322.0,245.0,39.0,140.0,109.0,0.0,0.0,3,4387,60.1,2.0,68.0,24%,2.0,196.0,,,,,,,,,15,0,58,1.0,Joseph Gomez,0,0,0
293,Andrew Robertson,26.0,Liverpool,Defender,Scotland,26.0,153,86,36,4,,2.0,0.0,2.0,,,,,,3.0,,44.0,158.0,270.0,63%,4.0,19.0,191.0,282.0,114.0,3.0,880.0,522.0,466.0,109.0,92.0,97.0,0.0,1.0,33,8312,54.33,40.0,655.0,17%,8.0,324.0,,,,,,,,,20,0,80,11.0,Andrew Robertson,0,0,0
294,Joel Matip,32.0,Liverpool,Defender,Cameroon,29.0,86,58,7,4,,3.0,1.0,0.0,,,,,,4.0,,29.0,69.0,134.0,70%,0.0,10.0,125.0,362.0,205.0,1.0,419.0,428.0,201.0,21.0,233.0,94.0,0.0,2.0,0,5249,61.03,2.0,6.0,6%,6.0,258.0,,,,,,,,,9,0,52,1.0,Joel Matip,0,0,0
295,Trent Alexander-Arnold,66.0,Liverpool,Defender,England,21.0,95,74,8,6,,0.0,6.0,0.0,,,,,,3.0,,31.0,69.0,158.0,64%,1.0,27.0,114.0,184.0,64.0,1.0,546.0,264.0,319.0,57.0,31.0,73.0,0.0,1.0,26,5323,56.03,32.0,708.0,23%,11.0,394.0,,,,,,,,,11,0,50,10.0,Trent Alexander-Arnold,0,0,0
296,Neco Williams,76.0,Liverpool,Defender,Wales,19.0,6,4,1,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,2.0,5.0,60%,0.0,5.0,9.0,3.0,1.0,0.0,16.0,19.0,15.0,6.0,6.0,3.0,0.0,0.0,0,167,27.83,0.0,14.0,29%,1.0,11.0,,,,,,,,,1,0,5,0.0,Neco Williams,0,0,0
297,Konstantinos Tsimikas,21.0,Liverpool,Defender,Greece,24.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Konstantinos Tsimikas,0,0,0
298,Nathaniel Phillips,47.0,Liverpool,Defender,England,23.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Nathaniel Phillips,0,0,0
299,Sepp van den Berg,72.0,Liverpool,Defender,Netherlands,18.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Sepp van den Berg,0,0,0
300,Fabinho,3.0,Liverpool,Midfielder,Brazil,26.0,58,46,4,3,0.05,1.0,2.0,0.0,0.0,0.0,29.0,8.0,28%,0.0,1.0,,,126.0,55%,,11.0,67.0,43.0,17.0,,292.0,293.0,242.0,19.0,99.0,69.0,,0.0,5,3291,56.74,4.0,19.0,37%,5.0,157.0,,,,,,,,,12,0,63,0.0,0,0,Fabinho,0
301,Georginio Wijnaldum,5.0,Liverpool,Midfielder,Netherlands,29.0,181,111,32,25,0.14,8.0,16.0,1.0,1.0,0.0,224.0,86.0,38%,2.0,16.0,,,200.0,68%,,55.0,117.0,124.0,68.0,,989.0,696.0,725.0,194.0,142.0,197.0,,2.0,16,7603,42.01,15.0,67.0,24%,13.0,240.0,,,,,,,,,7,0,84,15.0,0,0,Georginio Wijnaldum,0
302,James Milner,7.0,Liverpool,Midfielder,England,34.0,539,272,133,55,0.1,1.0,38.0,8.0,17.0,4.0,496.0,151.0,30%,7.0,14.0,,,803.0,77%,,174.0,437.0,423.0,126.0,,1751.0,1843.0,2223.0,310.0,337.0,514.0,,2.0,84,16171,30.0,46.0,2247.0,23%,110.0,882.0,,,,,,,,,65,3,438,45.0,0,0,James Milner,0
303,Naby Keita,8.0,Liverpool,Midfielder,Guinea,25.0,45,36,2,4,0.09,1.0,3.0,0.0,0.0,0.0,40.0,17.0,43%,1.0,4.0,,,69.0,42%,,11.0,25.0,17.0,6.0,,202.0,164.0,174.0,50.0,20.0,31.0,,0.0,4,1760,39.11,6.0,12.0,12%,12.0,32.0,,,,,,,,,1,0,35,1.0,0,0,Naby Keita,0
